content,category
"6bBesides the ※lost hit §ofthe truncated tetrahedral [4 + 4] cages, there are a few moreexamples, where such calculations were not able to explain theexperimentally found preferred product. In this respect, Cooperand co-workers observed the cage enlargement of a [4 + 6] to an[8 + 12] imine cage, despite the theoretical calculated preferencefor the smaller one.",topology
"6cThe same group observed the formation ofopen-pot cages preferably to a social self-sorted mixture of [4 +6] and [4 + 4] imine cages despite the calculatedthermodynamic favor toward the mixture.7Because of all these ※contradictory §?ndings, we wereinterested in investigating the dynamics of the imine bonds oforganic cages in more detail, once these have formed. To excludeany driving forces by electronic di ?erences of the used amines oraldehydes or di ?erent solubility of either reactants, intermedi-ates, or cages, we decided to look at scrambling of [2 + 3] iminecages and their deuterated congeners under di ?erent conditions,which we describe herein.",topology
"The incorporation of the deuterated tert-butyl groups ( tBu-d9) into cage 4-d27 was unambiguously proven by missing thesignal of the tert-butyl protons at 汛= 1.37 ppm in the1H NMRspectrum, which was previously observed for cage 4(seeFigure1). Similar observation was made for the pair 5and5-d27 (herethetert-butyl protons resonate at 1.39 ppm). More important forour studies is the clear di ?erentiation by MALDI-TOF MS. Themolecular isotopic peak for cage 4([M + H]+) appears at m/z=Scheme 1. Synthesis of [2 + 3] Imine Cages 4 and 5 and TheirDeuterated CongenersFigure 1.1H NMR spectra (CD2Cl2, 600 MHz) of cage 4and4-d27(a,b) and 5and5-d27 (c,d) for comparison.",topology
"Solvent E ?ect on Cage Formation. As mentioned above,several conditions (di ?erent solvents, presence or absence ofcatalytic amounts of acid) have been reported for the synthesisof cages. For [2 + 3] imine cages of the general structure of 4,typically EtOH, MeOH, CH2Cl2, CHCl3, or acetonitrile arereported.18a,b,d,e,19a,cSince we found for [4 + 4] cages that theseare formed exclusively in acetonitrile without acid, a solventscreening (with and without acid) was done for the cagesynthesis of 4and5to study its in ?uence (see Schemes 2 and3andTables 1 and2for NMR analytics, see the SupportingInformation , Figures S46 ?S49). It is worth mentioning thatalthough all reactions were performed at least twice, we were notinterested in determination of exact yields, but in estimating thenumber of formed cages in solution and in the solid state of aformed precipitate. If a precipitate was formed, it was collectedby?ltration, dried, wei ghed, and analyzed by1HN M Rspectroscopy. The remaining mother liquor was dried, a de ?nedamount of 1,3,5-trimethoxybenzene added as internal standard,and investigated by1H NMR spectroscopy to estimate theamount of formed cages by integration of a characteristic protonsignal ( 4:汛= 7.18 ppm, 5:汛= 7.59 ppm) and 1,3,5-trimethoxybenzene ( 汛= 7.09 ppm).",topology
"No scrambling was observed in EtOH or MeOH 牯solventsmost often used to synthesize these [2 + 3]-cages. Again, cage 5is di?erent. No scrambling was observed with aldehyde 1-d9,when no acid is present, but scrambling is detected in toluene,MeCN, MeOH, and EtOH with acid. Cage 5is thermodynami-cally favored over cage 4by忖Geq=?6 kJ/mol. Nevertheless,cage 4was not converted to cage 5upon the addition of TRENwhen the reaction mixture was kept in the solid state 牯oncemore emphasizing how important the solvent and solubility ofcages and intermediates therein are, to allow the system to reachthermodynamic equilibrium.",topology
"To demonstrate the role of kinetics in imine cage chemistry,we were able to convert thermodynamically more stable cage 5to cage 4nearly quantitatively based on the knowledgegenerated herein. If a solution of cage 5in methanol is treatedwith amine 2(20 equiv), cage 4precipitates in pure form and87% yields ( Scheme 9 ).Scheme 7. Scrambling Experiments of Cage 5 with Dialdehyde 1-d9 under Various Conditions (See Table 6 )Table 6. Scrambling Experiments of Cage 5 with Aldehyde 1-d9 in Di ?erent Solvents with and without Addition of TFAbaObserved by MALDI MS.b( ): very weak signal intensity.The Journal of Organic Chemistry pubs.acs.org/joc Articlehttps://dx.doi.org/10.1021/acs.joc.0c01887J. Org. Chem. 2020, 85, 13757 ?1377113764←CONCLUSIONSThis study emphasizes how important the role of solvent forimine cage formation is and that once the cage has formed,under most conditions it does not undergo a dynamic exchangewith an aldehyde of the same solubility and reactivity as the onealready used for the cage-forming reaction. This does notnecessarily mean that it is (but it can be!) the kinetic product,especially when it precipitates out of the reaction mixture as hasalready been stated by De Rycke et al. earlier: ※The literatureemphasizes the thermodynamic stability of such assemblies[cages] but in precipitation processes one might consider thereaction to be kinetically controlled. §18bThis may explain whycomputational screening of thermodynamic data (such as heator energy of formation) of ?nal compounds exclusively can leadto contradictory experimental observations, such as has beenreported in the case of the formation of a (thermodynamicallyunfavored) cage pot7or a (thermodynamically unfavored) larger※doubled §cage.6cAlthough by high throughput screening ofthermodynamic heat of formations of cages, a large number ofinteresting new cage structures were found to form, but purelyrelying on these calculations can lead to the missing of veryinteresting structures, such as the tetrahedral [4 + 4] imine cagesfrom our group,17which have successfully been synthesized andstudied further.18c,20As Jelfs and co-workers recently pointedout,7computations of kinetic pathways of cage formations aremuch more complicated and time-consuming than those forcalculating relative energies of formation but may need to beconsidered in cases where theoretical and experimental data donot give the same picture.Scheme 8. Exchange of Cages 4 to 5 and Vice Versa by the Addition of Amine 3 or 2, RespectivelyaaFor conditions, see the Supporting Information .",topology
"(4) (a) Skowronek, P.; Gawronski, J. Chiral Iminospherand of aTetrahedral Symmetry Spontaneously Assembled in a [6 + 4]Cyclocondensation. Org. Lett. 2008 ,10, 4755?4758. (b) Skowronek,P.; Warz ?ajtis, B.; Rychlewska, U.; Gawron ?ski, J. Self-assembly of acovalent organic cage with exceptionally large and symmetrical interiorcavity: the role of entropy of symmetry. Chem. Commun. 2013 ,49,2524?2526. (c) Ding, H.; Wu, X.; Zeller, M.; Xie, Y.; Wang, C.",topology
"Controllable Synthesis of Covalent Porphyrinic Cages with VaryingSizes via Template-Directed Imine Condensation Reactions. J. Org.Chem. 2015 ,80, 9360?9364. (d) Ding, H.; Yang, Y.; Li, B.; Pan, F.;Zhu, G.; Zeller, M.; Yuan, D.; Wang, C. Targeted synthesis of a largetriazine-based [4+6] organic molecular cage: structure, porosity and gasseparation. Chem. Commun. 2015 ,51, 1976?1979. (e) Mastalerz, M.",topology
"(f) Schneider, M. W.; Oppel, I. M.; Mastalerz, M. Exo-FunctionalizedShape-Persistent [2+3] Cage Compounds: Influence of MolecularRigidity on Formation and Permanent Porosity. Chem.牯Eur. J. 2012 ,18, 4156?4160. (g) Slater, A. G.; Little, M. A.; Briggs, M. E.; Jelfs, K. E.;Cooper, A. I. A solution-processable dissymmetric porous organic cage.",topology
"J.; Santolini, V.; Greenaway, R. L.; Little, M. A.; Briggs, M. E.; Jelfs, K.E.; Cooper, A. I. Cage Doubling: Solvent-Mediated Re-equilibration ofa [3 + 6] Prismatic Organic Cage to a Large [6 + 12] TruncatedTetrahedron. Cryst. Growth Des. 2018 ,18, 2759?2764.",topology
"(14) (a) Beaudoin, D.; Rominger, F.; Mastalerz, M. Chiral Self-Sortingof [2+3] Salicylimine Cage Compounds. Angew. Chem. 2017 ,129,1264?1268. (b) Wang, X.; Wang, Y.; Yang, H.; Fang, H.; Chen, R.; Sun,Y.; Zheng, N.; Tan, K.; Lu, X.; Tian, Z.; Cao, X. Assembled molecularface-rotating polyhedra to transfer chirality from two to threedimensions. Nat. Commun. 2016 ,7, 12469.The Journal of Organic Chemistry pubs.acs.org/joc Articlehttps://dx.doi.org/10.1021/acs.joc.0c01887J. Org. Chem. 2020, 85, 13757 ?1377113770(15) Cao, N.; Wang, Y.; Zheng, X.; Jiao, T.; Li, H. Controllable Self-Assembly of Pills and Cages via Imine Condensation for Silver CationDetection. Org. Lett. 2018 ,20, 7447?7450.",topology
"(16) Schneider, M. W.; Siegfried Hauswald, H.-J.; Stoll, R.; Mastalerz,M. A shape-persistent exo-functionalized [4 + 6] imine cage compoundwith a very high specific surface area. Chem. Commun. 2012 ,48, 9861?9863.",topology
"(17) Lauer, J. C.; Zhang, W.-S.; Rominger, F.; Schro ?der, R. R.;Mastalerz, M. Shape-Persistent [4+4] Imine Cages with a TruncatedTetrahedral Geometry. Chem.牯Eur. J. 2018 ,24, 1816?1820.",topology
