content,category
"(R)-2-methyl-1-tosylaziridine ((R)-2a): Into a 2000 mL flask, the solution of (R)-alaninol (23.3 mL, 300.0 mmol, 1.0 equiv.) in DCM (600 mL) was added, followed by addition of KOH (600 g, 10.5 mol, 35.0 equiv.) solution in water (600 mL). At 0 ⊥, tosyl chloride (143.0 g, 750.0 mmol, 2.5 equiv.) was added portion wise under vigorous stirring. The reaction mixture was then allowed to warm to room temperature and stirred overnight. After which, ice and water were added and the organic layer was S12separated. The organic phase was washed with water, dried over anhydrous MgSO 4, concentrated in vacuo to give the crude product. Purification by flash column chromatography (Hex/EtOAc = 8:1) afforded the title compound (R)-2a as white waxy solid ( 45.0 g, 71%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.77 (d, J = 8.0 Hz, 2H), 7.29 (d, J = 8.0 Hz, 2H), 2.73每2.81 (m, 1H), 2.55 (d, J = 4.0 Hz, 1H), 2.39 (s, 3H), 1.97 (d, J = 4.0 Hz, 1H), 1.20 (d, J = 8.0 Hz, 3H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 144.39, 135.22, 129.66, 127.71, 35.81, 34.66, 21.56, 16.72.",comprehensive synthesis
"(3R)-2b: Aziridine (R)-2a (39.2 g, 184.8 mmol, 3.0 equiv.) was charged into a 50 mL flask, followed by the addition of a 2.0 M solution of ammonia in methanol (30.8 mL, 61.6 mmol, 1.0 equiv.). The reaction mixture was stirred at 40 ～C for 4 days. After cooling to 0 ～C, the formed white solid was filtered off under vacuum, washed with methanol (60.0 mL), and then dried in vacuo, yielding the title compound (3R)-2b as white solid (25.0 g, 63%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.82 (d, J = 8.0 Hz, 6H), 7.22 (d, J = 8.0 Hz, 6H), 5.71 (br d, J = 4.0 Hz, 3H), 3.47每3.60 (m, 3H), 2.47 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 2.36 (s, 9H), 2.13 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 0.92 (d, J = 8.0 Hz, 9H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 143.09, 138.72, 129.66, 127.14, 58.65, 46.46, 21.59, 19.99.",comprehensive synthesis
"(3R)-TRPN: Into a 1000 mL flask containing (3R)-2b (20.0 g, 30.7 mmol, 1.0 equiv.) and phenol (28 g, 297.7 mmol, 3.2 equiv.), HBr (48% aq., 400 mL) was added and the mixture was refluxed at 140 ～C under vigorous stirring for 48 h. After cooling to room temperature, water (100 mL) and 2 M NaOH (125 mL) were added successively at room temperature to adjust the pH = 1. The aqueous phase was washed with EtOAc (5 ℅ 150 mL), then its pH was adjusted with 6 M NaOH (about 500 mL) to > 13. The aqueous phase was extracted with CH 2Cl2 (5 ℅ 150 mL) and the combined organic phases was dried with anhydrous Na 2SO 4. The solvent was removed with rotary evaporator to give crude product as a pink oil. Distillation (77-82 ～C/0.01 Torr) gave the title product (3R)-TRPN as a colorless oil (2.5 g, 43%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 3.04每3.12 (m, 3H), 2.12每2.24 (m, 6H) 1.77 (br s, 6H), 0.98 (d, J = 8.0 Hz, 9H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 63.91, 43.74, 21.34. HR-MS (ESI) S13C9H25N4+ [M+H]+, Calculated: 189.207; Found: 189.209.",comprehensive synthesis
"rac-3: A 0.005 mol/L solution of hexa-aldehyde molecule 1 (200.0 mg, 0.168 mmol, 1 equiv.) in 33.7 mL CHCl 3 was charged into a 250 mL flask. Then a 0.005 mol/L solution of rac-2 (63.5 mg, 0.336 mmol, 2.0 equiv.) in 67.5 mL CHCl 3 was added dropwise followed by addition of Sc(OTf) 3 (50 mg, 0.10 mmol, 0.6 equiv.) directly.",comprehensive synthesis
"The reaction mixture was stirred at 25 oC for 24 h. Then, the product was reduced by NaBH(OAc) 3 (0.54 g, 2.53 mmol, 15.0 equiv.) overnight, the excess reductant NaBH(OAc) 3 was filtered off under vacuum and the solution was quenched with NaOH solution (2.0 M, 120 mL), extracted with CHCl 3 (3 ℅ 50 mL), dried over anhydrous Na2SO 4, and concentrated to give the crude product. Purification by flash column chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the diphane rac-3 (30 mg, 12%) as a white solid. HR-MS (MALDI): before reduction: C 104H95N8+ [M+H]+, Calculated: 1456.771; Found: 1456.587. after reduction: C 104H107N8+ [M+H]+, Calculated: 1468.865; Found: 1468.714.",comprehensive synthesis
"(3S,3S)-endo-[1,2,4]diphane ((3S,3S)-3): A 0.005 mol/L solution of hexa-aldehyde molecule 1 (500.0 mg, 0.42 mmol, 1 equiv.) in 84.3 mL CHCl 3 was charged into a 500 mL flask. Then a 0.005 mol/L solution of (3S)-TRPN (158.7 mg, 0.84 mmol, 2.0 equiv.) in 168.6 mL CHCl 3 was added dropwise followed by addition of Sc(OTf) 3 (124.4 mg, 0.25 mmol, 0.6 equiv.) directly. The reaction mixture was stirred at 25 oC for 24 h. Then, the product was reduced by NaBH(OAc) 3 (1.34 g, 6.32 mmol, 15.0 equiv.) overnight, the excess reductant NaBH(OAc) 3 was filtered off under vacuum and the solution was quenched with NaOH solution (2.0 M, 300 mL), extracted with CHCl 3 (3 ℅150 mL), dried over anhydrous Na 2SO 4, and concentrated to give the crude product.",comprehensive synthesis
"Purification by flash column chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the diphane (3S,3S)-3 (68 mg, 11%) as a white solid. 1H NMR (400 MHz, CD 2Cl2, 298 K), 汛 = 7.05每7.57 (m, 52H), 4.07 (d, J = 12.0 Hz, 2H), 3.74 (d, J = 12.0 Hz, 2H), 3.62 (dd, J = 12.0 Hz, 12.0 Hz, 4H), 3.51 (d, J = 12.0 Hz, 2H), 3.37 (d, J = 12.0 Hz, 2H), 2.71每2.80 (m, 2H), 2.61每2.71 (m, 2H), 2.42每2.52 (m, 2H), 2.07每2.14 (m, S156H), 1.88每1.95 (m, 4H), 1.76 (d, J = 12.0 Hz, 2H), 1.13每1.19 (m, 18H). 13C NMR (101 MHz, CD 2Cl2, 298 K), 汛 = 145.97, 145.82, 145.41, 144.53, 142.47, 142.20, 141.27, 139.64, 139.49, 139.03, 138.96, 138.26, 131.36, 130.84, 130.10,130.00, 129.79, 129.07, 128.44, 128.36, 127.89, 127.81, 127.68, 127.62, 127.41, 64.13, 63.68, 62.40, 61.58, 52.63, 52.20, 51.80, 50.26, 49.09, 20.85, 20.44, 19.69. HR-MS (MALDI): C 104H107N8+ [M+H]+, Calculated: 1468.865; Found: 1468.749.",comprehensive synthesis
"(3R,3R)-endo-[1,2,4]diphane ((3R,3R)-3): A 0.005 mol/L solution of hexa-aldehyde molecule 1 (500.0 mg, 0.42 mmol, 1 equiv.) in 84.3 mL CHCl 3 was charged into a 500 mL flask. Then a 0.005 mol/L solution of (3R)-TRPN (158.7 mg, 0.84 mmol, 2.0 equiv.) in 168.6 mL CHCl 3 was added dropwise followed by addition of Sc(OTf) 3 (124.4 mg, 0.25 mmol, 0.6 equiv.) directly. The reaction mixture was stirred at 25 oC for 24 h. Then, the product was reduced by NaBH(OAc) 3 (1.34 g, 6.32 mmol, 15.0 equiv.) overnight, the excess reductant NaBH(OAc) 3 was filtered off under vacuum and the solution was quenched with NaOH solution (2.0 M, 300 mL), extracted with CHCl 3 (3 ℅150 mL), dried over anhydrous Na 2SO 4, and concentrated to give the crude product.",comprehensive synthesis
"Purification by flash column chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the diphane (3R,3R)-3 (80 mg, 13%) as a white solid. 1H NMR (400 MHz, CD 2Cl2, 298 K), 汛 = 7.06每7.58 (m, 52H), 4.08 (d, J = 12.0 Hz, 2H), 3.74 (d, J = 12.0 Hz, 2H), 3.63 (dd, J = 12.0 Hz, 12.0 Hz, 4H), 3.51 (d, J = 12.0 Hz, 2H), 3.38 (d, J = 12.0 Hz, 2H), 2.73每2.81 (m, 2H), 2.64每2.73(m, 2H), 2.45每2.53 (m, 2H), 2.08每2.17 (m, 6H), 1.88每1.96 (m, 4H), 1.77 (d, J = 12.0 Hz, 2H), 1.14每1.20 (m, 18H). 13C NMR (101 MHz, CD 2Cl2, 298 K), 汛 = 146.00, 145.88, 145.45, 144.59, 142.52, 142.25, 141.33, 139.70, 139.56, 139.08, 139.03, 138.36, 131.38, 130.86, 130.12,130.02, 129.81, 129.11, 128.47, 128.40, 127.91, 127.83, 127.70, 127.62, 127.42, 127.05, 64.19, 63.77, 62.49, 61.67, 52.67, 52.25, 51.87, 50.33, 49.15, 20.91, 20.49, 19.78. HR-MS (MALDI): C104H107N8+ [M+H]+, Calculated: 1468.865; Found: 1468.701. S163.6 Synthetic route of meso diphane (3R,3S)-3 Figure S6. Synthetic route of meso diphane (3R,3S)-3.",comprehensive synthesis
"Intermediate 4: A 0.005 mol/L solution of hexa-aldehyde molecule 1 (300.0 mg, 0.25 mmol, 1 equiv.) in 50.6 mL CHCl 3 was charged into a 250 mL flask. Then a 0.005 mol/L solution of (3S)-TRPN (47.6 mg, 0.25 mmol, 1.0 equiv.) in 50.6 mL CHCl 3 was added dropwise followed by addition of Sc(OTf) 3 (37.3 mg, 0.076 mmol, 0.3 equiv.) directly. The reaction mixture was stirred at 25 oC for 24 h. Then, the product was reduced by NaBH(OAc) 3 (200 mg, 0.95 mmol, 3.75 equiv.) overnight, the excess reductant NaBH(OAc) 3 was filtered off under vacuum and the solution was quenched with NaOH solution (2.0 M, 150 mL), extracted with CHCl 3 (3 ℅100 mL), dried over anhydrous Na 2SO 4, and concentrated to give the crude product. Purification by flash column chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the intermediate compound 4 (57 mg, 17%) as a white solid. 1H NMR (400 MHz, CD 2Cl2, 298 K), 汛 = 10.08 (s, 1H), 10.03 (s, 1H), 7.93每8.06 (m, 3H), 7.59每7.72 (m, 6H), 7.21每7.53 (m, 43H), 3.8 (d, J = 12.0 Hz, 1H), 3.61每3.72 (m, 3H), 3.53 (d, J = 12.0 Hz, 1H), 3.41 (d, J = 12.0 Hz, 1H), 2.64每2.72 (m, 1H), 2.55每2.64 (m, 1H), 2.45每2.55 (m, 1H), 2.17每2.25 (m, 1H), 1.85每2.06 (m, 5H), 1.11每1.16 (m, 9H). 13C NMR (101 MHz, CD 2Cl2, 298 K), 汛 = 192.65, 146.67, 146.33, 146.05, 145.95, 145.54, 144.87, 143.24, 142.11, 141.52, 139.81, 139.42, 139.20, 136.18, 134.22, 134.16, 133.97, 131.67, 131.44, 131.22, 131.00, 130.81, 130.35, 130.24,129.89, 129.82, 129.34, 128.62, 128.48, 128.16, 128.00, 127.92, 127.79, 127.62, 127.30, 64.55, 63.93, 62.46, 61.56, 54.38, 54.11, 53.84, 53.57, 53.30, 52.82, 51.97, 51.29, 50.36, 49.17, 28.74, 20.89, 20.00, 19.64.",comprehensive synthesis
"(3R,3S)-endo-[1,2,4]diphane ((3R,3S)-3): A 0.005 mol/L solution of intermediate S17compound 4 (57.5 mg, 0.043 mmol, 1 equiv.) in 8.7 mL CHCl 3 was charged into a 25 mL flask. Then a 0.005 mol/L solution of (3R)-TRPN (8.2 mg, 0.043 mmol, 1.0 equiv.) in 8.7 mL CHCl 3 was added dropwise followed by addition of Sc(OTf) 3 (6.4 mg, 0.013 mmol, 0.3 equiv.) directly. The reaction mixture was stirred at 25 oC for 24 h. Then, the product was reduced by NaBH(OAc) 3 (68.8 mg, 0.32 mmol, 7.5 equiv.) overnight, the excess reductant NaBH(OAc) 3 was filtered off under vacuum and the solution was quenched with NaOH solution (2.0 M, 15 mL), extracted with CHCl 3 (3 ℅20 mL), dried over anhydrous Na 2SO 4, and concentrated to give the crude product. Purification by flash column chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the (3R,3S)-3 (40 mg, 63%) as a white solid. 1H NMR (400 MHz, CD 2Cl2, 298 K), 汛 = 7.06每7.50 (m, 52H), 3.95 (d, J = 12.0 Hz, 2H), 3.75 (d, J = 12.0 Hz, 2H), 3.65 (d, J = 12.0 Hz, 2H), 3.57 (d, J = 12.0 Hz, 2H), 3.52 (d, J = 12.0 Hz, 2H), 3.41 (d, J = 12.0 Hz, 2H), 2.62每2.78 (m, 4H), 2.43每2.52(m, 2H), 1.87每2.07 (m, 10H), 1.57 (d, J = 12.0 Hz, 2H), 1.10每1.13 (m, 18H). 13C NMR (101 MHz, CD 2Cl2, 298 K), 汛 = 146.10, 145.90, 145.51, 144.67, 142.51, 141.98, 139.96, 139.51, 139.46, 137.26, 131.80, 131.00, 130.45, 130.28, 130.04, 129.92, 129.48, 128.98, 128.51, 128.24, 128.11, 127.97, 127.89, 127.80, 127.39, 64.33, 62.75, 61.92, 61.17, 52.98, 52.13, 52.05, 51.65, 20.25, 19.57, 18.73. HR-MS (MALDI): C 104H107N8+ [M+H]+, Calculated: 1468.865; Found: 1468.863.S184. Diastereomers calculationsThe theoretical diastereomers of diphanes produced during the cycloimination between the hexa-aldehyde precursor 1 and racemic triamine hetero-2 ((2R1S)-TRPN: (1R2S)-TRPN=1:1) could be analyzed by classifying them into three subgroups as follows.",comprehensive synthesis
"Heterochiral Diastereomer-Discriminative DiphanesThatFormHierarchical Superstructures withNonlinearOpticalPropertiesJiaolongChen,ZhenyuYang,GuchengZhu,EnguangFu,PanLi,FangyiChen,Chunyang Yu,ShiyongWang,andShaodong Zhang*",this paper's author
"15213765, ja, Downloaded from https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/chem.202400947 by Zhejiang University, Wiley Online Library on [11/05/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons LicenseS1Supporting Information forHeterochiral Diastereomer-Discriminative Diphanes that Form Hierarchical Superstructures with Nonlinear Optical PropertiesJiaolong Chen,[a] Zhenyu Yang,[a] Gucheng Zhu,[b] Enguang Fu,[a] Pan Li,[a] Fangyi Chen,[a] Chunyang Yu,[a] Shiyong Wang[b] and Shaodong Zhang[a]*",this paper's author
"(9)(a)Beaudoin, D.;Rominger, F.;Mastalerz, M.ChiralSelf-Sortingof[2+3]Salicylimine CageCompounds. Angew.Chem.,Int.",topology
"(10)(a)Qu,H.;Wang,Y.;Li,Z.;Wang,X.;Fang,H.;Tian,Z.;Cao,X.Molecular Face-Rotating CubewithEmergent ChiralandFluorescence Properties. J.Am.Chem.Soc.2017,139,18142?18145.(b)Wagner, P.;Rominger, F.;Zhang,W.-S.;Gross,J.H.;Elbert,S.M.;Schrc?der, R.R.;Mastalerz, M.ChiralSelf-Sorting ofGiantCubic[8+12]Salicylimine CageCompounds. Angew.Chem.,Int.Ed.2021,60,8896?8904. (c)Li,C.;Zuo,Y.;Zhao,Y.-Q.;Zhang,JACSAu pubs.acs.org/jacsau Articlehttps://doi.org/10.1021/jacsau.2c00225JACSAu2022,2,1661?16681667S.ChiralSelf-Sorting inCage-like Compounds. Chem.Lett.2020,49,28?53.",topology
